Mission ID,Distance [m],Elevation [m],Cargo [kg],Battery Level,Time of Day [h],Traffic Level,Mode,Energy [kJ]
1521,293.13,-8.0,0.73,0.87,20.0,high,normal,798.559
1522,226.75,-0.2,6.59,0.708,5.0,low,normal,490.431
1523,87.34,-1.4,2.01,0.52,17.0,medium,normal,262.809
1524,93.42,2.4,0.56,0.793,13.0,high,,307.952
1525,220.07,-1.2,0.45,0.767,11.0,medium,normal,367.998
1526,173.03,-0.1,2.34,0.945,9.0,medium,normal,298.882
1527,110.2,1.7,4.95,0.796,10.0,high,normal,444.307
1528,92.34,-5.6,8.53,0.584,13.0,low,normal,627.152
1529,79.45,0.9,0.93,0.84,1.0,high,normal,171.831
1530,84.4,-1.9,1.78,0.54,0.0,low,normal,180.606
1531,150.66,2.6,8.51,0.7,13.0,medium,normal,676.064
1532,277.36,2.2,,0.653,4.0,medium,priority,1030.66
1533,284.58,0.3,3.2,0.43,23.0,high,normal,523.167
1534,109.61,-0.5,0.51,0.594,15.0,medium,normal,213.514
1535,170.03,-0.6,4.84,0.794,6.0,low,priority,403.006
1536,175.53,1.6,2.2,0.545,12.0,medium,priority,431.91
1537,75.15,-1.1,3.33,0.391,6.0,medium,normal,216.121
1538,191.68,-1.5,4.32,0.986,16.0,high,normal,528.491
1539,132.22,0.7,7.42,0.67,0.0,medium,normal,439.581
1540,174.56,0.6,0.0,0.852,9.0,high,normal,283.466
1541,161.72,-0.0,3.08,0.625,13.0,medium,normal,326.003
1542,37.32,0.7,2.19,0.827,1.0,high,normal,167.869
1543,193.92,-2.1,3.88,0.667,11.0,high,normal,577.473
1544,246.77,0.7,0.58,0.773,21.0,low,normal,352.839
1545,290.48,-3.3,4.71,0.697,4.0,low,normal,691.374
1546,164.05,1.4,4.51,0.358,20.0,low,normal,410.424
1547,149.23,-3.8,1.0,0.898,2.0,low,normal,352.742
1548,254.8,5.1,5.21,0.955,7.0,low,normal,791.742
1549,327.82,3.5,2.5,0.632,20.0,,normal,723.685
1550,151.69,-1.9,4.88,0.609,,low,normal,403.465
1551,172.75,-1.6,4.37,0.852,11.0,medium,normal,511.491
1552,140.33,1.2,3.64,0.675,20.0,medium,normal,344.942
1553,143.61,1.3,1.89,0.287,11.0,low,normal,317.743
1554,238.15,0.8,2.27,0.744,12.0,high,normal,466.818
1555,48.53,-3.6,7.61,0.657,13.0,medium,normal,443.672
1556,111.47,-1.7,2.94,0.752,13.0,high,normal,354.523
1557,148.81,,3.73,0.709,18.0,low,priority,429.229
1558,98.64,-3.9,2.08,,22.0,low,normal,329.051
1559,216.08,-1.1,3.4,0.841,21.0,low,normal,437.883
1560,305.32,1.5,1.9,0.572,7.0,low,normal,514.113
1561,102.62,0.2,0.0,0.52,4.0,medium,normal,124.992
1562,142.44,2.4,3.35,0.637,,low,normal,366.559
1563,198.75,-1.6,0.43,0.671,0.0,low,priority,343.11
1564,207.85,,7.38,0.612,13.0,high,normal,660.54
1565,57.82,1.4,10.16,0.977,18.0,medium,normal,381.102
1566,139.8,-1.2,2.77,0.874,23.0,low,,290.431
1567,124.76,-1.9,0.26,0.355,2.0,medium,normal,248.342
1568,220.21,3.1,0.51,0.734,3.0,high,normal,457.727
1569,179.19,-0.3,3.28,0.377,11.0,high,normal,429.283
1570,174.78,1.0,0.52,0.88,18.0,medium,normal,262.407
1571,82.95,-2.6,3.92,0.852,17.0,low,priority,318.403
1572,188.68,0.8,3.31,0.823,17.0,medium,priority,493.027
1573,177.64,3.1,0.0,0.933,12.0,high,priority,452.328
1574,287.94,1.7,2.25,0.487,18.0,low,priority,537.175
1575,255.39,0.3,0.0,0.858,19.0,low,normal,303.401
1576,142.48,0.8,0.92,0.883,3.0,low,priority,251.669
1577,119.61,-3.8,0.0,0.803,19.0,low,normal,311.119
1578,265.6,-0.5,1.61,0.256,2.0,low,normal,395.206
1579,48.63,0.4,1.94,0.879,4.0,medium,priority,136.875
1580,48.9,-1.9,5.72,0.323,10.0,high,normal,315.125
1581,196.25,1.6,0.0,0.788,1.0,low,normal,293.011
1582,241.39,1.3,6.19,0.322,,low,normal,658.283
1583,109.63,-1.3,6.07,0.867,2.0,medium,normal,350.42
1584,239.45,2.3,0.0,0.458,17.0,medium,normal,467.946
1585,271.73,1.5,2.37,0.417,20.0,low,normal,470.584
1586,138.09,-0.1,5.11,0.652,16.0,high,normal,401.88
1587,61.85,-1.1,1.77,0.949,23.0,low,normal,121.956
1588,203.97,0.6,1.0,0.919,5.0,medium,normal,311.003
1589,98.4,0.5,5.89,0.319,13.0,medium,priority,340.109
1590,141.48,1.2,1.4,0.641,8.0,medium,normal,293.606
1591,67.66,1.2,0.42,0.889,6.0,low,normal,131.793
1592,124.83,3.8,3.28,0.665,23.0,low,normal,419.124
1593,51.05,1.4,3.86,0.423,21.0,low,normal,207.577
1594,163.72,-1.1,4.91,0.663,21.0,low,normal,392.77
1595,206.54,6.0,1.74,0.846,13.0,medium,normal,683.311
1596,132.51,3.3,7.4,0.563,6.0,low,normal,541.583
1597,195.92,-3.5,6.67,0.791,23.0,low,normal,624.939
1598,102.68,-1.4,6.65,0.472,10.0,high,normal,399.58
1599,126.14,-1.6,4.48,,16.0,medium,normal,351.831
1600,169.62,-0.5,3.99,0.842,14.0,medium,normal,408.338
1601,145.67,0.2,5.72,0.947,16.0,high,normal,427.448
1602,256.6,0.4,,0.462,2.0,low,priority,507.318
1603,291.94,-2.9,5.01,0.78,4.0,low,normal,662.207
1604,200.13,1.6,2.66,0.874,19.0,low,normal,370.721
1605,35.94,3.0,3.32,0.817,23.0,medium,normal,269.925
1606,96.54,-1.5,1.0,0.876,8.0,low,normal,207.171
1607,117.4,1.8,6.13,0.844,0.0,low,normal,376.097
1608,375.18,4.3,0.0,0.547,10.0,medium,normal,733.571
1609,164.92,-1.6,9.91,0.82,5.0,low,normal,594.849
1610,96.91,2.0,3.7,0.562,20.0,low,normal,324.43
1611,241.71,1.9,5.21,0.772,4.0,low,normal,592.659
1612,256.46,-3.8,1.22,0.949,10.0,medium,normal,575.588
1613,155.42,-0.4,3.31,0.665,9.0,high,priority,414.989
1614,90.57,-1.3,4.97,0.764,8.0,low,normal,308.537
1615,164.17,0.2,3.39,0.732,14.0,medium,normal,391.126
1616,144.42,-2.7,0.0,0.43,8.0,low,normal,267.335
1617,126.14,-3.4,0.0,0.884,21.0,low,normal,298.294
1618,30.39,-0.4,0.0,0.443,16.0,high,normal,63.104
1619,274.04,0.1,1.2,0.595,20.0,low,normal,353.07
1620,98.73,1.1,1.75,0.774,15.0,low,normal,242.416
1621,108.96,2.6,0.42,0.63,20.0,medium,normal,279.117
1622,154.28,0.7,2.66,0.578,0.0,low,normal,266.583
1623,294.99,0.6,8.84,0.551,19.0,low,normal,745.463
1624,167.71,-0.7,1.4,0.714,10.0,high,normal,314.907
1625,180.6,1.2,7.46,0.886,21.0,medium,normal,538.589
1626,71.83,1.1,4.0,0.721,1.0,medium,normal,249.361
1627,,2.9,5.76,0.673,9.0,high,normal,940.369
1628,187.61,-1.7,9.84,0.516,22.0,low,normal,607.261
1629,132.39,0.0,5.72,0.827,11.0,high,normal,367.636
1630,93.96,-2.3,0.92,0.464,11.0,medium,normal,279.192
1631,,,7.87,0.927,8.0,high,normal,538.858
1632,109.22,-2.4,5.64,0.667,15.0,low,normal,394.354
1633,215.7,0.0,3.41,0.731,23.0,medium,normal,386.694
1634,63.41,4.3,2.31,0.358,20.0,low,normal,334.278
1635,73.43,0.4,4.41,0.445,5.0,high,normal,225.192
1636,190.99,-3.1,2.38,0.907,2.0,low,normal,468.694
1637,264.7,-3.0,0.9,0.501,5.0,low,normal,458.221
1638,292.78,2.3,3.66,0.426,12.0,medium,,689.221
1639,247.97,-2.2,0.56,0.797,3.0,medium,,421.168
1640,91.89,-1.8,6.0,0.623,7.0,low,priority,345.519
1641,233.44,-0.1,2.82,0.815,7.0,medium,priority,442.025
1642,132.94,3.5,6.42,0.816,8.0,low,normal,526.662
1643,302.74,0.3,4.17,0.925,0.0,medium,normal,599.105
1644,234.17,-1.1,0.0,0.647,12.0,high,normal,384.871
1645,199.2,2.2,0.91,0.37,0.0,low,normal,373.005
1646,100.99,-1.9,2.91,0.851,15.0,medium,normal,295.506
1647,179.45,1.5,0.94,0.63,4.0,low,normal,310.523
1648,170.43,2.0,3.71,0.91,5.0,low,normal,402.646
1649,256.58,-2.1,7.96,0.987,7.0,low,normal,674.089
1650,113.97,-0.1,3.6,0.864,,low,normal,200.576
1651,229.57,2.0,0.0,0.781,4.0,low,normal,313.358
1652,30.34,-2.7,2.69,0.55,21.0,low,normal,189.296
1653,29.41,0.0,7.95,0.759,14.0,medium,priority,192.81
1654,153.35,1.6,3.49,0.672,7.0,low,normal,375.418
1655,160.67,-1.1,1.69,0.854,21.0,medium,normal,270.93
1656,155.66,-0.6,5.58,0.603,16.0,low,priority,466.776
1657,188.98,3.3,5.89,0.677,1.0,medium,normal,661.277
1658,118.97,3.4,0.68,0.829,8.0,low,normal,331.58
1659,207.95,0.3,5.91,0.87,11.0,medium,priority,599.805
1660,173.84,-2.9,4.52,0.553,4.0,high,normal,524.033
1661,176.31,-1.9,5.71,0.841,2.0,high,normal,554.149
1662,190.98,-1.4,3.43,0.954,0.0,low,priority,418.697
1663,152.36,-0.8,3.27,0.695,22.0,medium,,305.058
1664,259.47,0.9,3.19,0.485,11.0,medium,priority,583.653
1665,79.79,-1.1,3.02,0.799,7.0,medium,normal,216.746
1666,102.06,-0.7,,0.629,1.0,low,normal,298.824
1667,174.21,-4.2,1.03,0.939,5.0,high,priority,537.588
1668,144.57,-4.2,0.0,0.635,16.0,medium,normal,384.009
1669,94.1,1.4,2.33,0.901,4.0,low,normal,241.992
1670,107.26,2.4,4.11,0.5,16.0,medium,normal,439.509
1671,60.41,1.2,4.18,0.753,18.0,low,normal,216.54
1672,190.21,0.2,3.42,0.874,11.0,medium,priority,472.733
1673,106.0,-5.2,4.78,0.84,3.0,low,normal,464.972
1674,181.69,0.3,2.1,0.539,0.0,,priority,306.465
1675,78.83,-1.8,0.0,0.854,1.0,low,normal,164.893
1676,161.48,-0.1,0.0,0.907,15.0,high,normal,260.394
1677,209.87,-1.5,0.0,0.457,22.0,low,normal,296.999
1678,72.5,1.2,1.95,0.367,14.0,high,normal,249.816
1679,86.62,-4.6,0.44,0.965,23.0,medium,priority,360.305
1680,125.68,-0.2,3.32,0.31,18.0,low,normal,251.488
1681,187.5,1.9,1.11,0.813,3.0,medium,normal,353.653
1682,194.66,5.1,4.3,0.821,7.0,low,normal,632.191
1683,205.83,1.9,5.36,0.8,18.0,low,priority,567.948
1684,150.22,-5.3,3.51,0.254,0.0,low,normal,497.759
1685,335.96,1.3,2.81,0.681,23.0,low,normal,577.658
1686,156.35,6.7,2.13,0.674,1.0,low,normal,555.872
1687,334.06,-4.0,0.0,0.801,6.0,medium,priority,635.903
1688,75.44,-2.5,2.95,0.719,0.0,low,normal,275.09
1689,101.09,-5.1,2.19,0.685,20.0,medium,normal,414.666
1690,197.14,-0.7,6.74,0.605,6.0,low,normal,473.244
1691,64.79,0.1,2.64,0.36,11.0,high,normal,179.296
1692,336.87,-3.2,9.62,0.436,0.0,low,normal,941.603
1693,44.25,0.1,3.52,0.873,22.0,low,normal,131.308
1694,254.59,1.1,0.0,0.779,10.0,high,normal,414.869
1695,135.32,-1.9,2.59,0.395,13.0,high,normal,398.742
1696,198.32,-1.3,1.96,0.751,2.0,low,normal,387.959
1697,273.41,1.4,3.93,0.872,13.0,high,normal,682.078
1698,124.15,1.1,0.0,0.387,17.0,medium,normal,221.26
1699,106.23,-2.5,3.9,0.917,15.0,high,priority,460.775
1700,94.54,1.0,0.7,0.689,0.0,low,normal,143.351
1701,31.23,0.8,5.65,0.772,5.0,low,normal,173.363
1702,241.74,4.5,0.0,0.8,20.0,low,normal,462.62
1703,95.59,0.9,5.81,0.76,1.0,medium,priority,347.361
1704,106.86,-3.1,4.37,0.713,18.0,low,normal,393.164
1705,114.44,3.9,1.87,0.792,14.0,medium,normal,390.178
1706,183.4,-0.5,3.93,0.668,20.0,low,normal,353.878
1707,288.33,-1.9,1.02,0.74,23.0,low,normal,456.144
1708,225.68,-1.6,2.17,0.904,11.0,high,normal,492.243
1709,207.45,1.0,3.71,0.852,10.0,medium,normal,509.474
1710,61.82,-0.8,0.37,0.847,17.0,,priority,164.998
1711,186.86,3.7,2.26,0.87,22.0,medium,normal,497.345
1712,183.07,0.9,6.44,,20.0,medium,normal,498.132
1713,89.6,3.9,0.0,0.399,17.0,high,normal,334.361
1714,111.31,-1.6,0.0,0.808,23.0,medium,normal,222.008
1715,152.94,2.1,3.84,0.509,8.0,medium,normal,389.705
1716,105.13,4.2,5.83,0.792,7.0,low,normal,490.246
1717,282.14,3.7,2.12,0.879,5.0,medium,normal,644.072
1718,284.48,0.0,1.91,0.68,0.0,medium,normal,406.401
1719,155.59,1.0,0.91,0.613,8.0,high,normal,308.126
1720,113.49,2.0,2.11,0.715,8.0,low,normal,270.897
1721,155.91,1.5,8.4,0.779,14.0,medium,normal,650.483
1722,197.92,-1.4,,0.804,8.0,low,normal,466.41
1723,222.84,-0.9,4.2,0.281,12.0,medium,normal,508.664
1724,39.4,0.0,5.88,0.71,7.0,low,normal,130.503
1725,114.84,-1.9,3.41,0.442,5.0,low,normal,292.953
1726,230.57,-1.3,5.73,0.597,6.0,,normal,523.825
1727,159.5,-2.8,,0.692,10.0,medium,priority,617.152
1728,210.6,2.1,4.08,0.738,12.0,low,normal,527.17
1729,145.77,0.0,4.34,0.793,19.0,low,priority,294.317
1730,83.54,1.2,2.41,0.693,14.0,high,normal,260.871
1731,103.39,-1.4,2.84,0.579,8.0,medium,normal,242.262
1732,209.18,1.2,3.88,0.823,22.0,high,normal,498.066
1733,249.31,0.9,2.89,0.808,20.0,low,normal,457.729
1734,43.16,2.6,0.58,0.97,15.0,medium,priority,243.509
1735,93.16,0.9,4.91,0.723,20.0,medium,normal,280.82
1736,194.68,-1.6,0.0,0.501,0.0,low,normal,317.135
1737,232.59,-0.3,7.46,0.672,9.0,medium,normal,638.608
1738,215.43,0.6,3.26,0.764,1.0,low,normal,395.913
1739,251.07,0.8,2.05,0.672,12.0,medium,normal,467.358
1740,75.49,5.4,6.09,0.536,17.0,medium,normal,632.455
1741,291.59,-3.5,3.58,0.759,15.0,medium,priority,799.583
1742,34.35,-0.5,0.0,0.658,16.0,medium,normal,57.207
1743,85.01,0.9,4.03,0.857,6.0,medium,normal,249.377
1744,157.21,-3.3,1.48,0.598,7.0,low,normal,371.707
1745,135.09,-2.7,1.61,0.803,20.0,low,normal,301.449
1746,108.66,0.8,2.24,0.479,0.0,low,normal,249.851
1747,180.56,-2.3,2.81,0.944,19.0,high,normal,480.994
1748,75.71,1.1,5.17,0.579,20.0,medium,normal,281.802
1749,93.02,0.3,0.0,0.856,9.0,medium,normal,161.102
1750,66.08,4.2,0.0,0.75,3.0,low,normal,250.22
1751,177.34,-0.4,4.07,0.606,4.0,low,normal,325.143
1752,178.28,2.8,6.04,0.284,7.0,low,priority,609.051
1753,237.38,1.7,6.86,0.46,20.0,low,normal,619.86
1754,53.09,1.5,4.59,0.746,10.0,high,normal,275.59
1755,127.68,0.6,0.21,0.699,21.0,low,normal,183.708
1756,88.17,0.1,1.19,0.959,6.0,medium,priority,125.784
1757,78.21,0.1,0.49,0.987,1.0,low,normal,105.728
1758,124.14,0.6,5.67,0.593,8.0,,normal,323.329
1759,132.61,2.3,1.68,0.895,22.0,high,normal,339.004
1760,167.08,-5.0,1.01,0.568,12.0,medium,normal,531.036
1761,126.23,-1.5,4.06,0.569,22.0,low,normal,335.446
1762,242.54,0.6,3.47,0.574,8.0,medium,normal,436.806
1763,266.02,3.2,7.09,0.982,21.0,medium,priority,881.14
1764,80.36,-2.2,0.54,0.646,13.0,medium,normal,230.896
1765,127.01,-1.5,2.41,0.795,9.0,medium,priority,385.45
1766,135.11,-4.8,1.47,0.841,6.0,low,normal,398.998
1767,260.79,3.7,1.62,0.486,3.0,low,normal,529.546
1768,143.97,0.1,8.86,0.746,7.0,low,normal,447.793
1769,107.04,2.4,1.4,0.412,13.0,low,priority,328.992
1770,139.47,-3.2,1.57,0.917,5.0,low,normal,341.808
1771,165.39,,0.0,0.504,4.0,low,priority,214.231
1772,193.34,-0.2,,0.676,10.0,high,normal,422.109
1773,140.48,-0.0,7.96,0.653,15.0,high,priority,516.634
1774,33.64,-1.4,0.0,0.875,5.0,medium,normal,119.819
1775,214.71,3.2,0.0,0.247,6.0,low,priority,405.806
1776,41.03,0.1,4.35,0.332,0.0,medium,normal,162.516
1777,94.33,-7.6,1.67,0.682,10.0,medium,normal,585.371
1778,192.72,2.2,0.0,0.583,18.0,low,normal,307.741
1779,210.58,-1.1,4.05,0.398,16.0,high,normal,548.493
1780,42.02,-3.6,1.67,0.484,12.0,medium,normal,254.036
1781,106.24,-2.0,2.32,0.752,18.0,low,normal,263.876
1782,69.1,3.0,1.14,0.486,19.0,medium,normal,250.918
1783,81.25,0.3,7.58,0.366,0.0,low,normal,258.042
1784,125.86,0.1,2.14,0.376,5.0,medium,normal,194.746
1785,132.08,-2.3,6.98,0.745,9.0,low,normal,528.58
1786,51.25,-1.4,3.61,0.674,2.0,medium,normal,181.586
1787,58.87,1.7,2.33,0.72,1.0,low,priority,201.489
1788,250.56,3.5,1.94,0.572,7.0,low,normal,490.57
1789,228.39,2.8,0.95,0.772,22.0,low,priority,465.776
1790,172.31,-2.8,0.85,0.966,17.0,medium,normal,388.766
1791,51.01,-0.7,6.0,0.486,19.0,medium,normal,236.163
1792,261.53,-0.0,1.28,0.721,10.0,medium,normal,399.383
1793,127.91,-0.6,3.28,0.811,3.0,low,priority,289.888
1794,41.51,-1.4,1.93,0.868,19.0,medium,normal,184.629
1795,72.14,2.5,5.88,0.956,14.0,medium,normal,425.11
1796,216.7,2.6,9.19,0.898,3.0,low,normal,732.28
1797,212.57,2.3,0.0,0.863,22.0,low,normal,366.423
1798,264.02,2.4,4.1,0.519,19.0,,normal,550.97
1799,306.23,1.3,0.0,0.869,13.0,high,priority,587.944
1800,111.47,-1.7,0.36,0.666,5.0,low,normal,205.525
1801,310.85,1.1,2.9,0.988,17.0,medium,normal,608.193
1802,78.14,1.3,0.58,0.716,21.0,low,priority,186.781
1803,,-1.7,2.7,0.653,0.0,low,normal,606.426
1804,173.91,-3.3,0.65,0.643,0.0,low,priority,405.135
1805,236.76,-1.7,7.38,0.774,12.0,medium,normal,725.057
1806,76.64,3.8,4.06,0.638,22.0,medium,normal,369.63
1807,228.52,1.3,2.74,0.814,20.0,,normal,444.743
1808,283.13,-0.4,3.67,0.728,18.0,low,normal,479.739
1809,109.17,-1.6,1.6,0.92,12.0,high,normal,298.602
1810,161.18,1.3,6.32,0.598,5.0,medium,priority,585.059
1811,119.94,-0.7,1.81,0.934,17.0,low,normal,234.019
1812,111.02,5.3,5.05,0.851,13.0,medium,priority,711.49
1813,194.36,0.3,5.63,0.633,21.0,medium,normal,478.002
1814,196.55,-0.9,1.86,0.867,20.0,low,normal,321.637
1815,150.62,0.0,0.46,0.653,22.0,low,normal,175.129
1816,167.64,5.1,3.39,0.911,21.0,low,normal,574.446
1817,260.2,2.5,1.34,0.868,22.0,medium,priority,522.221
1818,197.92,1.1,1.05,0.435,22.0,low,normal,301.117
1819,111.12,0.7,2.75,0.535,3.0,low,normal,243.065
1820,208.18,-0.9,3.19,0.57,10.0,medium,normal,487.638
1821,213.84,-0.7,9.92,0.822,16.0,high,priority,871.823
1822,194.46,1.3,0.0,0.765,8.0,low,normal,275.461
1823,279.38,-1.8,3.37,0.839,5.0,low,normal,497.902
1824,86.64,1.9,8.69,0.627,16.0,medium,priority,561.881
1825,39.45,1.5,0.91,0.884,20.0,low,priority,149.36
1826,119.32,-3.8,9.1,0.612,5.0,medium,normal,593.943
1827,91.04,-1.6,3.34,0.708,11.0,low,normal,277.925
1828,211.8,1.3,2.89,0.804,15.0,high,priority,561.644
1829,43.53,-5.0,8.77,0.564,14.0,medium,normal,516.137
1830,134.23,1.6,3.59,0.398,10.0,medium,normal,385.463
1831,216.22,-2.7,9.75,0.705,17.0,high,normal,939.919
1832,231.69,-0.2,4.97,0.565,10.0,high,normal,598.217
1833,112.22,-4.2,3.36,0.964,13.0,low,priority,449.765
1834,286.87,1.6,4.67,0.806,5.0,low,normal,578.419
1835,41.58,2.4,7.32,0.651,14.0,high,priority,407.899
1836,271.39,0.5,9.91,0.737,5.0,low,normal,706.044
1837,177.95,1.7,6.26,0.789,8.0,low,normal,497.748
1838,145.47,0.9,5.77,0.893,7.0,low,priority,422.283
1839,262.49,-3.1,4.26,0.68,11.0,medium,normal,756.586
1840,91.23,1.2,5.16,0.915,,,normal,294.117
1841,231.44,-1.5,0.0,0.712,4.0,,normal,344.516
1842,149.53,2.0,5.22,0.887,10.0,medium,normal,507.934
1843,54.76,0.9,4.13,0.414,10.0,low,normal,192.067
1844,205.15,-0.1,1.19,0.409,11.0,high,normal,363.961
1845,78.64,1.9,0.0,0.46,7.0,low,normal,167.143
1846,82.38,-1.2,1.27,0.512,16.0,medium,normal,201.442
1847,107.1,3.6,3.22,0.86,8.0,high,normal,438.677
1848,148.53,0.5,2.02,0.904,22.0,low,normal,243.425
1849,256.78,4.2,7.25,0.524,11.0,high,normal,1066.974
1850,39.89,-1.0,9.76,0.674,20.0,high,priority,299.701
1851,150.7,1.4,5.74,0.643,20.0,medium,normal,452.123
1852,134.81,-4.3,3.08,0.833,23.0,low,priority,494.577
1853,100.87,-2.4,2.69,0.55,16.0,medium,priority,395.458
1854,95.33,0.5,,0.606,3.0,low,normal,261.13
1855,208.55,1.1,4.35,0.576,5.0,low,normal,469.693
1856,206.09,-2.8,0.67,0.738,12.0,low,normal,406.018
1857,170.76,-1.4,4.38,0.263,19.0,low,normal,392.256
1858,229.58,4.0,0.0,0.828,19.0,low,priority,464.029
1859,256.07,0.5,1.97,0.692,1.0,medium,priority,453.054
1860,144.49,-0.5,4.05,0.924,12.0,high,normal,395.133
1861,112.93,0.9,4.19,0.845,3.0,low,normal,287.867
1862,155.56,-1.2,0.0,0.505,18.0,low,priority,228.348
1863,81.15,6.6,6.06,0.851,5.0,low,normal,595.722
1864,75.95,-3.2,5.28,0.759,14.0,high,priority,489.746
1865,264.11,5.2,0.0,0.722,4.0,medium,normal,549.223
1866,103.66,-1.6,8.25,0.737,3.0,medium,normal,398.729
1867,115.38,0.6,3.09,0.484,0.0,low,normal,267.564
1868,167.08,-3.8,3.24,0.744,13.0,high,normal,581.746
1869,110.24,-4.3,10.27,0.866,9.0,high,priority,816.434
1870,115.17,-0.0,2.04,0.76,22.0,medium,normal,191.173
1871,249.51,-2.5,5.42,0.621,22.0,medium,priority,678.431
1872,61.39,-0.8,5.21,,16.0,low,normal,236.064
1873,104.13,-2.8,0.0,0.867,0.0,low,normal,238.503
1874,301.28,1.1,1.32,0.489,11.0,medium,normal,540.832
1875,203.91,2.7,1.49,0.678,19.0,low,normal,429.136
1876,48.12,-0.2,9.67,0.486,7.0,medium,normal,226.019
1877,177.71,2.0,5.36,0.793,10.0,medium,normal,582.911
1878,134.59,-1.6,0.0,0.83,17.0,medium,normal,260.421
1879,82.46,-1.2,1.07,0.687,19.0,low,normal,163.931
1880,254.37,0.8,0.0,0.28,6.0,medium,normal,324.152
1881,149.28,0.2,6.68,0.519,17.0,medium,normal,431.426
1882,76.9,2.7,2.29,0.918,1.0,low,normal,275.236
1883,193.59,-2.1,4.36,0.534,5.0,medium,priority,534.952
1884,150.6,0.9,4.64,0.88,13.0,high,priority,474.507
1885,57.79,0.3,1.97,0.717,20.0,medium,normal,102.713
1886,226.9,3.2,2.33,0.939,16.0,high,normal,647.564
1887,236.6,2.5,2.17,0.789,23.0,low,priority,489.081
1888,145.53,-1.5,4.19,0.557,10.0,medium,priority,475.571
1889,,-4.2,2.86,0.759,11.0,high,priority,396.516
1890,133.79,4.6,2.92,0.934,22.0,low,priority,538.257
1891,164.98,-0.9,7.61,0.9,20.0,low,,454.495
1892,125.5,1.8,8.52,0.816,5.0,high,normal,540.019
1893,116.34,-2.3,6.4,0.551,12.0,medium,normal,483.97
1894,62.49,-1.2,4.04,0.652,16.0,low,normal,231.258
1895,138.36,-1.3,5.49,0.936,12.0,low,normal,416.502
1896,252.92,-1.9,3.72,0.539,13.0,low,normal,577.051
1897,73.15,1.1,7.24,0.985,12.0,medium,normal,361.257
1898,208.13,-1.0,2.44,0.685,4.0,low,normal,345.413
1899,127.15,-1.4,8.71,0.918,5.0,low,normal,447.747
1900,61.83,0.2,4.34,0.676,18.0,low,normal,185.918
1901,35.1,1.0,6.36,0.871,0.0,low,normal,189.658
1902,156.03,2.1,1.61,0.828,9.0,medium,normal,417.561
1903,126.07,0.6,0.49,0.795,9.0,high,priority,257.359
1904,253.82,-2.3,0.0,0.85,7.0,medium,normal,399.913
1905,,2.3,5.0,0.232,1.0,medium,normal,349.16
1906,228.35,-1.9,3.42,0.625,10.0,high,priority,670.325
1907,89.2,-0.7,0.04,0.535,12.0,medium,priority,174.2
1908,125.82,-1.8,5.96,0.279,11.0,low,normal,462.764
1909,293.59,-1.6,5.03,0.817,23.0,low,priority,700.35
1910,35.03,-1.1,2.59,0.487,11.0,medium,normal,128.935
1911,269.29,2.9,1.62,0.492,20.0,low,normal,481.907
1912,257.83,0.4,3.3,0.783,20.0,medium,normal,492.45
1913,84.48,-2.0,1.74,0.651,2.0,high,priority,293.272
1914,116.59,1.5,2.3,0.772,2.0,low,normal,288.406
1915,263.02,0.9,0.0,0.376,13.0,medium,normal,396.543
1916,305.13,-1.9,7.52,0.746,19.0,medium,normal,775.588
1917,204.54,0.3,3.77,0.93,23.0,medium,normal,405.639
1918,309.83,0.1,8.51,0.63,17.0,medium,priority,932.764
1919,65.32,2.5,3.51,0.36,5.0,medium,normal,307.8
1920,62.98,1.8,2.4,0.593,1.0,medium,normal,239.515
1921,132.91,-3.0,2.39,0.917,12.0,high,normal,445.315
1922,197.63,-2.5,3.55,0.901,18.0,medium,normal,517.673
1923,149.19,-1.8,9.36,0.775,2.0,low,normal,539.952
1924,187.53,-1.3,3.12,0.59,20.0,low,priority,422.755
1925,69.62,1.7,4.48,0.808,1.0,medium,normal,290.818
1926,151.34,-1.3,6.58,0.484,3.0,low,normal,440.736
1927,286.13,0.8,8.28,0.817,20.0,medium,priority,847.112
1928,285.86,-3.2,1.34,0.866,21.0,medium,priority,629.328
1929,233.67,-1.5,2.22,0.729,7.0,low,normal,392.374
1930,66.29,-2.7,6.39,0.232,18.0,low,normal,311.35
1931,209.92,1.1,1.91,0.654,13.0,medium,normal,444.6
1932,48.33,4.0,3.89,0.433,17.0,high,normal,433.774
1933,87.22,2.3,1.43,0.839,20.0,medium,normal,232.067
1934,143.32,4.0,1.18,0.864,6.0,low,normal,385.798
1935,50.29,-0.4,4.41,0.82,16.0,medium,normal,191.763
1936,218.01,1.3,1.97,0.775,19.0,low,normal,351.577
1937,158.46,4.0,5.0,0.848,19.0,medium,normal,599.751
1938,298.36,-2.5,,,0.0,low,priority,510.957
1939,32.95,1.3,2.52,0.735,20.0,low,priority,159.286
1940,324.14,1.2,3.23,0.888,14.0,medium,normal,663.005
1941,106.89,1.7,4.47,0.584,17.0,low,normal,368.006
1942,130.65,3.7,5.21,0.873,14.0,medium,normal,569.089
1943,94.31,1.1,0.0,0.693,17.0,high,normal,168.879
1944,184.88,-4.3,5.66,0.894,1.0,medium,normal,616.341
1945,183.98,1.5,3.21,0.381,14.0,medium,normal,467.131
1946,225.3,3.0,8.52,0.227,22.0,low,normal,744.424
1947,130.48,2.6,2.91,0.946,5.0,medium,normal,361.796
